Subsystem;Alarm Description;ALID;SetEventCEID;ClearEventCEID;Alarm Code
GeminiFB.PP1.C.CLM.ProcessInterceptionSystem;One or more exception conditions are active that requires immediate process interruption. Check alarm view for details.;31336;31337;31338;ParameterControlError
GeminiFB.PP1.C.CLM.QualificationController;Module qualification failed, intervention and re-qualification is required.;31339;31340;31341;AttentionFlags
GeminiFB.PP1.C.CLM.SafeGuard;It is not possible to move dispense arm as UpDownUnit are in UP-Position.;31342;31343;31344;EquipmentSafety
GeminiFB.PP1.C.CLM.SafeGuard;It is not possible to move dispense arm as UpDownUnit is in UP-Position.;31345;31346;31347;EquipmentSafety
GeminiFB.PP1.C.CLM.SafeGuard;It is not possible to move dispense arm as UpDownUnit is in UP-Position.;31348;31349;31350;EquipmentSafety
GeminiFB.PP1.C.CLM.SafeGuard;It is not possible to move dispense arm as UpDownUnit is in UP-Position.;31351;31352;31353;EquipmentSafety
GeminiFB.PP1.C.CLM.SafeGuard;It is not possible to move down because up-down-unit is not in DOWN Position.;31354;31355;31356;EquipmentSafety
GeminiFB.PP1.C.CLM.SafeGuard;It is not possible to switch holding vacuum off as spinner chuck is moving.;31357;31358;31359;EquipmentSafety
GeminiFB.PP1.C.CLM.SafeGuard;It is not possible to move UpDownUnit up: dispense arm is not in park position.;31360;31361;31362;EquipmentSafety
GeminiFB.PP1.C.CLM.SafeGuard.FloodPreventionSystem;MaterialSupplySystem warning limit reached. Pausing all process jobs.;31363;31364;31365;ParameterControlError
GeminiFB.PP1.C.CLM.SafeGuard.FloodPreventionSystem;DrainSystem warning limit reached. Pausing all process jobs.;31366;31367;31368;ParameterControlError
GeminiFB.PP1.C.CLM.SafeGuard.FloodPreventionSystem;Error occurred on end dispense in Flood Prevention system.;31369;31370;31371;ParameterControlError
GeminiFB.PP1.C.CLM.SafeGuard.FloodPreventionSystem;MaterialSupplySystem stop limit reached. Pausing all process jobs.;31372;31373;31374;ParameterControlError
GeminiFB.PP1.C.CLM.SafeGuard.FloodPreventionSystem;The dispense systems have been paused because an error has occurred on the module;31375;31376;31377;ParameterControlError
GeminiFB.PP1.C.CLM.SafeGuard.FloodPreventionSystem;Could not start dispense because an error has occurred on module which paused all dispense systems.;31378;31379;31380;ParameterControlError
GeminiFB.PP1.C.CLM.SafeGuard.FloodPreventionSystem;DrainSystem stop limit reached. Pausing all process jobs.;31381;31382;31383;ParameterControlError
GeminiFB.PP1.C.CLM.SpinnerChuck;Acceleration is too low.;31384;31385;31386;EquipmentSafety
GeminiFB.PP1.C.CLM.SpinnerChuck;Velocity is too high.;31387;31388;31389;EquipmentSafety
GeminiFB.PP1.C.CLM.SpinnerChuck;IO configuration error.;31390;31391;31392;ParameterControlError
GeminiFB.PP1.C.CLM.SpinnerChuck;Driving spinner axis to angle was canceled.;31393;31394;31395;EquipmentSafety
GeminiFB.PP1.C.CLM.SpinnerChuck;Failed drive spinner axis to angle.;31396;31397;31398;ParameterControlError
GeminiFB.PP1.C.CLM.SpinnerChuck;Failed to get current spinner axis velocity.;31402;31403;31404;ParameterControlError
GeminiFB.PP1.C.CLM.SpinnerChuck;Velocity is too low.;31405;31406;31407;EquipmentSafety
GeminiFB.PP1.C.CLM.SpinnerChuck;Acceleration is too high.;31408;31409;31410;EquipmentSafety
GeminiFB.PP1.C.CLM.SpinnerChuck;Failed to stop spinner axis.;31411;31412;31413;ParameterControlError
GeminiFB.PP1.C.CLM.SpinnerChuck;Spinner chuck vacuum error.;31414;31415;31416;EquipmentSafety
GeminiFB.PP1.C.CLM.SpinnerChuck;Homing spinner axis was canceled.;31417;31418;31419;EquipmentSafety
GeminiFB.PP1.C.CLM.SpinnerChuck;Failed to enable spinner axis.;31420;31421;31422;ParameterControlError
GeminiFB.PP1.C.CLM.SpinnerChuck;Velocity mode: rotation of spinner axis failed.;31423;31424;31425;EquipmentSafety
GeminiFB.PP1.C.CLM.SpinnerChuck;Failed to home spinner axis.;31426;31427;31428;ParameterControlError
GeminiFB.PP1.C.CLM.SpinnerChuck;Failed to disable spinner axis.;31429;31430;31431;ParameterControlError
GeminiFB.PP1.C.CLM.SpinnerChuck;Chuck not detected after change tooling.;31432;31433;31434;EquipmentSafety
GeminiFB.PP1.C.CLM.SpinnerChuck;Failed to change spinner axis velocity.;31435;31436;31437;ParameterControlError
GeminiFB.PP1.C.CLM.SpinnerChuck;Drive unit warm up procedure has to be done;31438;31439;31440;ParameterControlWarning
GeminiFB.PP1.C.CLM.SpinnerChuck;Changing spinner axis velocity was canceled.;31441;31442;31443;EquipmentSafety
GeminiFB.PP1.C.CLM.SpinnerChuck;Stopping spinner axis was canceled.;31444;31445;31446;EquipmentSafety
GeminiFB.PP1.C.CLM.SpinnerChuck.GaugeVentableHoldingVacuum;Switching holding vacuum off was canceled.;31447;31448;31449;EquipmentStatusWarning
GeminiFB.PP1.C.CLM.SpinnerChuck.GaugeVentableHoldingVacuum;Timeout while waiting for holding vacuum off.;31450;31451;31452;EquipmentStatusWarning
GeminiFB.PP1.C.CLM.SpinnerChuck.GaugeVentableHoldingVacuum;Timeout while waiting for holding vacuum on.;31453;31454;31455;EquipmentStatusWarning
GeminiFB.PP1.C.CLM.SpinnerChuck.GaugeVentableHoldingVacuum;IO configuration error.;31456;31457;31458;EquipmentStatusWarning
GeminiFB.PP1.C.CLM.SpinnerChuck.UpDownUnit;IO configuration error.;31459;31460;31461;ParameterControlError
GeminiFB.PP1.C.CLM.SpinnerChuck.UpDownUnit;Timeout while waiting for unit down.;31462;31463;31464;ParameterControlError
GeminiFB.PP1.C.CLM.SpinnerChuck.UpDownUnit;Timeout while waiting for unit up.;31465;31466;31467;ParameterControlError
GeminiFB.PP1.C.CLM.SpinnerChuck.UpDownUnit;Move unit down canceled;31468;31469;31470;ParameterControlError
GeminiFB.PP1.C.CLM.SpinnerChuck.UpDownUnit;Wait unit up canceled;31471;31472;31473;ParameterControlError
GeminiFB.PP1.C.CLM.SpinnerChuck.UpDownUnit;Wait unit down canceled;31474;31475;31476;ParameterControlError
GeminiFB.PP1.C.CLM.SpinnerChuck.UpDownUnit;Move unit up canceled;31477;31478;31479;ParameterControlError
GeminiFB.PP1.C.CLM.Substrate;The material can not be unloaded automatically because the handling type is ambiguous.;31480;31481;31482;IrrecoverableError
GeminiFB.PP1.C.CLM.Substrate;Chuck is not ready to load.;31483;31484;31485;EquipmentSafety
GeminiFB.PP1.C.CLM.Substrate;Unload failed: substrate detected on material location. Please remove substrate manually;31486;31487;31488;ParameterControlError
GeminiFB.PP1.C.CLM.Substrate;The handling system is not able to take over the substrate from the module.;31489;31490;31491;ParameterControlError
GeminiFB.PP1.C.CLM.Substrate;Taking over the material from the handling system failed.;31492;31493;31494;ParameterControlError
GeminiFB.PP1.C.CLM.Substrate;Couldn't detect substrate on material location.;31495;31496;31497;IrrecoverableError
GeminiFB.PP1.C.CLM.Substrate;The handling system is not able to hand over the substrate to the module.;31498;31499;31500;ParameterControlError
GeminiFB.PP2.A.CLM;Error while waiting for pump vacuum;50013;50014;50015;ParameterControlError
GeminiFB.PP2.A.CLM;Required vacuum facilities for initialization are not available or correctly configured.;50016;50017;50018;ParameterControlError
GeminiFB.PP2.A.CLM;Bypass deactivated during maintenance;50019;50020;50021;AttentionFlags
GeminiFB.PP2.A.CLM;More then one substrate detected on station.;50022;50023;50024;IrrecoverableError
GeminiFB.PP2.A.CLM;The module is not docked.;50025;50026;50027;EquipmentSafety
GeminiFB.PP2.A.CLM;Error occurred during processing recipe;50028;50029;50030;ParameterControlError
GeminiFB.PP2.A.CLM;Error occured during preparation for process start;50031;50032;50033;ParameterControlError
GeminiFB.PP2.A.CLM.AlternativeFlowCleanupProcess;An unexpected failure occurred. Please contact EVG TechSupport.;50034;50035;50036;IrrecoverableError
GeminiFB.PP2.A.CLM.BowlwashSystem;Please run a bowlwash maintenance recipe at your earliest convenience in order to reset the bowlwash counter which currently exceeds the bowlwash counter limit.;50037;50038;50039;AttentionFlags
GeminiFB.PP2.A.CLM.BSRSystem.DispenseLine01.Flowmeter;Wait Flowmeter Volume Timeout.;50040;50041;50042;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.BSRSystem.DispenseLine01.Flowmeter.FlowmeterMonitor;Flow is undefined. Check flow meter and its settings.;50043;50044;50045;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.BSRSystem.DispenseLine01.Flowmeter.FlowmeterMonitor;Flow too low (idle flow);50046;50047;50048;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.BSRSystem.DispenseLine01.Flowmeter.FlowmeterMonitor;Flow too high (process flow);50049;50050;50051;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.BSRSystem.DispenseLine01.Flowmeter.FlowmeterMonitor;Flow too high (idle flow);50052;50053;50054;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.BSRSystem.DispenseLine01.Flowmeter.FlowmeterMonitor;Flow too low (process flow);50055;50056;50057;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.ChamberDispenseSystem.DispenseLine01.Flowmeter;Wait Flowmeter Volume Timeout.;50058;50059;50060;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.ChamberDispenseSystem.DispenseLine01.Flowmeter.FlowmeterMonitor;Flow is undefined. Check flow meter and its settings.;50061;50062;50063;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.ChamberDispenseSystem.DispenseLine01.Flowmeter.FlowmeterMonitor;Flow too low (idle flow);50064;50065;50066;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.ChamberDispenseSystem.DispenseLine01.Flowmeter.FlowmeterMonitor;Flow too high (process flow);50067;50068;50069;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.ChamberDispenseSystem.DispenseLine01.Flowmeter.FlowmeterMonitor;Flow too high (idle flow);50070;50071;50072;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.ChamberDispenseSystem.DispenseLine01.Flowmeter.FlowmeterMonitor;Flow too low (process flow);50073;50074;50075;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.CleaningProcess;An unexpected failure occurred. Please contact EVG TechSupport.;50076;50077;50078;IrrecoverableError
GeminiFB.PP2.A.CLM;Custom limit of processed units exceeded.;50079;50080;50081;AttentionFlags
GeminiFB.PP2.A.CLM.DispenseSystem08;Periodic dispense cannot be performed - drainsystem is not OK.;50082;50083;50084;EquipmentSafety
GeminiFB.PP2.A.CLM.DispenseSystem08;Periodic dispense cannot be performed - supplysystem is not OK.;50085;50086;50087;EquipmentSafety
GeminiFB.PP2.A.CLM.DispenseSystem08;Periodic dispense cannot be performed - substrate is loaded.;50088;50089;50090;EquipmentSafety
GeminiFB.PP2.A.CLM.DispenseSystem08.PeriodicDispenseManager;Periodic dispense cannot be performed.;50091;50092;50093;EquipmentSafety
GeminiFB.PP2.A.CLM.DispenseArm.DispenseLine03.Flowmeter.FlowmeterMonitor;Flow is undefined. Check flow meter and its settings.;50094;50095;50096;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.DispenseArm.DispenseLine03.Flowmeter.FlowmeterMonitor;Flow too low (idle flow);50097;50098;50099;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.DispenseArm.DispenseLine03.Flowmeter.FlowmeterMonitor;Flow too high (process flow);50100;50101;50102;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.DispenseArm.DispenseLine03.Flowmeter.FlowmeterMonitor;Flow too high (idle flow);50103;50104;50105;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.DispenseArm.DispenseLine03.Flowmeter.FlowmeterMonitor;Flow too low (process flow);50106;50107;50108;EquipmentStatusWarning
GeminiFB.PP2.A.CLM.Substrate;Unload failed: substrate detected on material location.;50109;50110;50111;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water SA - Flow Flow (l/min)' is out of set limits. Operator decision is necessary before starting next process step.;50112;50113;50114;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Temperature2' is out of set limits. Process start is not possible.;50115;50116;50117;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Voltage' is out of set limits. Process start is not possible.;50118;50119;50120;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Rho' is out of set limits. Process start is not possible.;50121;50122;50123;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'SpinnerChuck Current Axis Velocity' is out of set limits. Immediate operator decision is necessary.;50124;50125;50126;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'SpinnerChuck Commanded Axis Velocity' is out of set limits. Process start is not possible.;50127;50128;50129;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water SA - Flow Flow (l/min)' is out of set limits. Load of substrates onto module is not possible.;50130;50131;50132;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'ExhaustSystem ExhaustFlow' is out of set limits. Operator decision is necessary before starting next process step.;50133;50134;50135;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water Center - Flow Flow (l/min)' is out of set limits. Immediate operator decision is necessary.;50136;50137;50138;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Temperature1' is out of set limits. Process for currently loaded substrate(s) will be finished.;50139;50140;50141;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water SA - Flow Flow (l/min)' is out of set limits. Immediate operator decision is necessary.;50142;50143;50144;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Degree' is out of set limits. Process start is not possible.;50145;50146;50147;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'ExhaustSystem ExhaustFlow' is out of set limits. Process for currently loaded substrate(s) will be finished.;50148;50149;50150;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water SA - Flow Flow (ml/min)' is out of set limits. Operator decision is necessary before starting next process step.;50151;50152;50153;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer ForwardPower' is out of set limits. Process start is not possible.;50154;50155;50156;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Temperature0' is out of set limits. Operator decision is necessary before unloading.;50157;50158;50159;ParameterControlWarning
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water SA - Flow Flow (l/min)' is out of set limits. Process start is not possible.;50160;50161;50162;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'Chemistry2 - Flow Flow (l/min)' is out of set limits. Process for currently loaded substrate(s) will be finished.;50163;50164;50165;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Temperature2' is out of set limits. Immediate process abort is necessary.;50166;50167;50168;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'Chemistry1 - Flow Flow (ml/min)' is out of set limits. Operator decision is necessary before unloading.;50169;50170;50171;ParameterControlWarning
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'SpinnerChuck Commanded Axis Velocity' is out of set limits. Immediate operator decision is necessary.;50172;50173;50174;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'Chemistry2 - Flow Flow (l/min)' is out of set limits. Load of substrates onto module is not possible.;50175;50176;50177;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'Chemistry2 - Flow Flow (l/min)' is out of set limits. Process start is not possible.;50178;50179;50180;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer ForwardPower' is out of set limits. Immediate operator decision is necessary.;50181;50182;50183;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Temperature3' is out of set limits. Immediate process abort is necessary.;50184;50185;50186;ParameterControlError
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'MegasonicAreaTransducer Degree' is out of set limits. Operator decision is necessary before unloading.;50187;50188;50189;ParameterControlWarning
GeminiFB.PP2.A.CLM.DataValueMonitoringSystem;Monitored data value 'DI Water SA - Flow Flow (l/min)' is out of set limits. Process for currently loaded substrate(s) will be finished.;50190;50191;50192;ParameterControlError
