SubSystem;Name;CEID;Description;Available VIDs
GeminiFB.SafetyDoorModule.SafetyDoor2;MachineOperation.LockDoor.End;228114;Event that is triggered when the operation ends (independent of result). Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;228070
GeminiFB.SafetyDoorModule.SafetyDoor2;MachineOperation.LockDoor.Start;228115;Event that is triggered when the operation starts. Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;
GeminiFB.SafetyDoorModule.SafetyDoor2;MachineOperation.UnlockDoor.End;228116;Event that is triggered when the operation ends (independent of result). Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;228073
GeminiFB.SafetyDoorModule.SafetyDoor2;MachineOperation.UnlockDoor.Start;228117;Event that is triggered when the operation starts. Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;
GeminiFB.SafetyDoorModule.SafetyDoor3;MachineOperation.LockDoor.End;228118;Event that is triggered when the operation ends (independent of result). Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;228076
GeminiFB.SafetyDoorModule.SafetyDoor3;MachineOperation.LockDoor.Start;228119;Event that is triggered when the operation starts. Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;
GeminiFB.SafetyDoorModule.SafetyDoor3;MachineOperation.UnlockDoor.End;228120;Event that is triggered when the operation ends (independent of result). Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;228079
GeminiFB.SafetyDoorModule.SafetyDoor3;MachineOperation.UnlockDoor.Start;228121;Event that is triggered when the operation starts. Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;
GeminiFB.SafetyDoorModule.SafetyDoor4;MachineOperation.LockDoor.End;228122;Event that is triggered when the operation ends (independent of result). Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;228082
GeminiFB.SafetyDoorModule.SafetyDoor4;MachineOperation.LockDoor.Start;228123;Event that is triggered when the operation starts. Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;
GeminiFB.SafetyDoorModule.SafetyDoor4;MachineOperation.UnlockDoor.End;228124;Event that is triggered when the operation ends (independent of result). Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;228085
GeminiFB.SafetyDoorModule.SafetyDoor4;MachineOperation.UnlockDoor.Start;228125;Event that is triggered when the operation starts. Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;
GeminiFB.SafetyDoorModule.SafetyDoor5;MachineOperation.LockDoor.End;228126;Event that is triggered when the operation ends (independent of result). Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;228088
GeminiFB.SafetyDoorModule.SafetyDoor5;MachineOperation.LockDoor.Start;228127;Event that is triggered when the operation starts. Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;
GeminiFB.SafetyDoorModule.SafetyDoor5;MachineOperation.UnlockDoor.End;228128;Event that is triggered when the operation ends (independent of result). Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;228091
GeminiFB.SafetyDoorModule.SafetyDoor5;MachineOperation.UnlockDoor.Start;228129;Event that is triggered when the operation starts. Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;
GeminiFB.SafetyDoorModule.SafetyDoor6;MachineOperation.LockDoor.End;228130;Event that is triggered when the operation ends (independent of result). Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;228094
GeminiFB.SafetyDoorModule.SafetyDoor6;MachineOperation.LockDoor.Start;228131;Event that is triggered when the operation starts. Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;
GeminiFB.SafetyDoorModule.SafetyDoor6;MachineOperation.UnlockDoor.End;228132;Event that is triggered when the operation ends (independent of result). Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;228097
GeminiFB.SafetyDoorModule.SafetyDoor6;MachineOperation.UnlockDoor.Start;228133;Event that is triggered when the operation starts. Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;
GeminiFB.SafetyDoorModule.SafetyDoor7;MachineOperation.LockDoor.End;228134;Event that is triggered when the operation ends (independent of result). Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;228100
GeminiFB.SafetyDoorModule.SafetyDoor7;MachineOperation.LockDoor.Start;228135;Event that is triggered when the operation starts. Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;
GeminiFB.SafetyDoorModule.SafetyDoor7;MachineOperation.UnlockDoor.End;228136;Event that is triggered when the operation ends (independent of result). Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;228103
GeminiFB.SafetyDoorModule.SafetyDoor7;MachineOperation.UnlockDoor.Start;228137;Event that is triggered when the operation starts. Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;
GeminiFB.SafetyDoorModule.SafetyDoor8;MachineOperation.LockDoor.End;228138;Event that is triggered when the operation ends (independent of result). Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;228106
GeminiFB.SafetyDoorModule.SafetyDoor8;MachineOperation.LockDoor.Start;228139;Event that is triggered when the operation starts. Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;
GeminiFB.SafetyDoorModule.SafetyDoor8;MachineOperation.UnlockDoor.End;228140;Event that is triggered when the operation ends (independent of result). Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;228109
GeminiFB.SafetyDoorModule.SafetyDoor8;MachineOperation.UnlockDoor.Start;228141;Event that is triggered when the operation starts. Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;
GeminiFB.SafetyDoorModule.SafetyDoor9;MachineOperation.LockDoor.End;228142;Event that is triggered when the operation ends (independent of result). Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;228112
GeminiFB.SafetyDoorModule.SafetyDoor9;MachineOperation.LockDoor.Start;228143;Event that is triggered when the operation starts. Operation=LockDoor, Description=Lock safety door to prevent access to equipment internals during operation;
GeminiFB.SafetyDoorModule.SafetyDoor9;MachineOperation.UnlockDoor.End;228144;Event that is triggered when the operation ends (independent of result). Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;228115
GeminiFB.SafetyDoorModule.SafetyDoor9;MachineOperation.UnlockDoor.Start;228145;Event that is triggered when the operation starts. Operation=UnlockDoor, Description=Unlock safety door to grant access to equipment;
GeminiFB.LightTower2;StateChanged;231001;Is triggered when the state of a light tower signal has changed.;
GeminiFB.ToolingManagementService;MachineOperation.SwitchToolingProfile.End;241001;Event that is triggered when the operation ends (independent of result). Operation=SwitchToolingProfile, Description=Change to other machine tooling profile;241001
GeminiFB.ToolingManagementService;MachineOperation.SwitchToolingProfile.Start;241002;Event that is triggered when the operation starts. Operation=SwitchToolingProfile, Description=Change to other machine tooling profile;241002
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition1;340101;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition2;340102;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition3;340103;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition4;340104;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition5;340105;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition6;340106;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition7;340107;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition8;340108;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition9;340109;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition10;340110;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition11;340111;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition12;340112;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition13;340113;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition14;340114;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition15;340115;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition16;340116;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition17;340117;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;ProcessJob.E40-1111:ProcessJob:Transition18;340118;;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;PRJobWaitingForMaterial;340119;Is triggered when execution job is waiting for material.;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
GeminiFB.JobManager;PRJobWaitingForStart;340120;Is triggered when execution job is waiting for start.;340001, 340007, 340002, 340003, 340004, 340008, 340005, 340006, 340009
